school_term,title,college,level,crn,department
201620,Dissertation,College of Liberal Arts,6399,27812,Rhetoric and Writing Studies
201620,Advanced Practice Clinical,School of Nursing,5472,28365,Nursing
201620,Undergraduate Research,Office of Academic Affairs,4033,26567,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26617,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26640,Research Course
201620,The History of An Idea,College of Liberal Arts,5350,28496,MA in Interdisc. Studies
201620,Special Topics in Mech. Engr.,College of Engineering,4395,29084,Mechanical Engineering
201620,Research Applications,College of Health Sciences,6388,27084,College of Health Sciences
201620,Research Applications,College of Health Sciences,6388,27082,College of Health Sciences
201620,Graduate Projects,College of Engineering,5396,20895,Computer Science
201620,Public Speaking (C),College of Liberal Arts,1301,22049,Communication
201620,Math for Social Sciences I (C),College of Science,1320,22196,Mathematics
201620,Ceramics IV,College of Liberal Arts,3314,21543,Ceramics
201620,Metals III,College of Liberal Arts,3303,21554,Metals
201620,Shakespeare's Plays and Poetry,College of Liberal Arts,3321,21013,English
201620,Special Problems,College of Science,4198,20529,Biology
201620,Writing Practicum,College of Liberal Arts,5397,21025,English
201620,Resrch Biological Science,College of Science,5302,21046,Biology
201620,Topics in Study of Life I,College of Science,1107,21636,Biology
201620,Topics in Study of Life I,College of Science,1107,21640,Biology
201620,Independent Research,College of Liberal Arts,5393,20039,History
201620,Introduction to Linguistics(C),College of Liberal Arts,2320,21695,English
201620,Thesis,College of Health Sciences,5398,20098,Kinesiology
201620,Individual Instruction,College of Liberal Arts,1195,21729,Music Applied
201620,Graduate Research,College of Engineering,5294,20124,Metallurgical & Materials Eng.
201620,Graduate Research,College of Engineering,5394,20135,Metallurgical & Materials Eng.
201620,Kick Boxing,College of Health Sciences,1154,21187,Physical Edu. Activity Courses
201620,Dance Performance,College of Liberal Arts,3151,21218,Dance
201620,Cooperative Education,No College Designated,0001,21817,Cooperative Education Program
201620,Business/Profession Comm (C),College of Liberal Arts,1302,21235,Communication
201620,Forensic Practicum: Ind Events,College of Liberal Arts,2202,21240,Communication
201620,Public Relations,College of Liberal Arts,3321,21247,Communication
201620,Mechanical Behavior of Matls,College of Engineering,3407,21252,Metallurgical & Materials Eng.
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,21281,History
201620,Individual Instruction,College of Liberal Arts,5281,21891,Music Applied
201620,Special Problems,College of Science,4298,20302,Biology
201620,Independent Study,College of Liberal Arts,5390,21896,Creative Writing
201620,Special Problems,College of Science,4398,20327,Biology
201620,Introduction to Composition,College of Liberal Arts,2219,20334,Music Theory
201620,French Three,College of Liberal Arts,2301,21360,French
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,20822,Environmental Science & Engr.
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,20825,Environmental Science & Engr.
201620,The Periodic Table,College of Science,2261,21402,Chemistry
201620,Dissertation,College of Science,6320,21962,Geology
201620,Thesis,College of Science,5399,20383,Biology
201620,Graduate Projects,College of Engineering,5397,20884,Civil Engineering
201620,Spanish for Spanish Spkrs Two,College of Liberal Arts,2304,21438,Spanish
201620,Graduate Research,College of Engineering,5294,25061,Biomedical Engineering
201620,Research Applications,College of Health Sciences,6388,25079,College of Health Sciences
201620,LABS Special Topics,College of Liberal Arts,5389,26189,Latin American/Border Studies
201620,Adv Topics in Geological Scien,College of Science,6115,26194,Geology
201620,Research Applications,College of Health Sciences,6388,26215,College of Health Sciences
201620,Research in Political Science,College of Liberal Arts,3500,24468,Political Science
201620,Traffic Engineering,College of Engineering,5358,26291,Civil Engineering
201620,Precalculus (C),College of Science,1508,24517,Mathematics
201620,Foundation Practicum II,College of Health Sciences,5336,24538,Social Work
201620,Introduction to Politics (C),College of Liberal Arts,2310,24548,Political Science
201620,Independent Research,College of Science,6390,25688,Biology
201620,Independent Reading in Pol Sci,College of Liberal Arts,4370,24575,Political Science
201620,Biostatistics,College of Science,5328,25743,Biology
201620,Thesis,College of Liberal Arts,5399,24621,Political Science
201620,Special Topics in Humanities,College of Liberal Arts,4390,25812,Humanities
201620,Research in Health Science,College of Health Sciences,5389,25856,Dept of Rehab Sciences
201620,Organismal Biology Laboratory,College of Science,1108,25875,Biology
201620,Anal & Adapt of Occupation II,College of Health Sciences,5302,24776,Occupational Therapy
201620,Leadership in OT,College of Health Sciences,5316,24800,Occupational Therapy
201620,Graduate Projects,College of Engineering,5397,24827,Computer Science
201620,Intro to Public Administration,College of Liberal Arts,3350,25366,Political Science
201620,Human Anat/Physio Lab II (C),College of Science,2113,24882,Biology
201620,Laboratory for CHEM 1305,College of Science,1105,25403,Chemistry
201620,Intermediate Algebra,Office of Academic Affairs,0311,24894,Mathematics
201620,Counseling Internship II,College of Education,5373,26022,Educ. Psych. & Counseling
201620,Contem Topics Analytical Chem,College of Science,5319,26038,Chemistry
201620,Econ for Engrs & Scientists,College of Engineering,2326,24937,Civil Engineering
201620,Independent Research,College of Liberal Arts,4352,24985,Psychology
201620,Thesis I,College of Liberal Arts,5398,25499,Philosophy
201620,First Year Research,College of Liberal Arts,6380,24414,Psychology
201620,Internship in Sociology,College of Liberal Arts,4303,27963,Sociology
201620,Scholarly Writing for Educ,College of Education,5304,28153,Teacher Education
201620,Anal & Adapt of Occupation I,College of Health Sciences,5301,28709,Occupational Therapy
201620,Managerial Economics,College of Business Admin.,5311,27489,Economics
201620,Musculoskeletal III: Upr Qtr,College of Health Sciences,6313,27216,Physical Therapy
201620,Geotechnical Engineering,College of Engineering,4348,28771,Civil Engineering
201620,Business & Society (UTRGV),No College Designated,4304,28997,Management (UTRGV)
201620,Thesis,College of Science,5399,29050,Geology
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,27587,Rhetoric and Writing Studies
201620,Research in Geological Science,College of Science,4389,27272,Geology
201620,Theatre Practicum IV,College of Liberal Arts,4111,28880,Theatre
201620,Thesis,College of Science,5398,27945,Biology
201620,Selected Topics-Public Health,College of Health Sciences,5357,27550,Public Health
201620,Thesis,College of Liberal Arts,5395,28432,Psychology
201620,The History of An Idea,College of Liberal Arts,5350,28354,MA in Interdisc. Studies
201620,Topics in Study of Life I,College of Science,1107,28584,Biology
201620,English Historical Linguistics,College of Liberal Arts,5319,28068,Linguistics
201620,Advanced Diagnostics,School of Nursing,5367,28388,Nursing
201620,Instit Correct (UTAR),UT Arlington,4333,29016,Criminal Justice (UTArlington)
201620,Dissertation,Engineer.Sci/Interdisciplinary,6398,24227,Environmental Science & Engr.
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,24239,Environmental Science & Engr.
201620,Ed & Comm Applied Critical/Ped,College of Education,3330,22539,Teacher Education
201620,Thesis,College of Liberal Arts,5395,24366,Psychology
201620,Thesis,College of Engineering,5399,23715,Civil Engineering
201620,Graduate Recital I,College of Liberal Arts,5388,23724,Music General Courses
201620,Graduate Seminar,College of Science,5195,24311,Mathematics
201620,Interm Spanish One Non-Nat Spk,College of Liberal Arts,2301,24335,Spanish
201620,Research Applications,College of Liberal Arts,5385,24342,Psychology
201620,Graduate Research in Physics,College of Science,5396,22656,Physics
201620,Human Anat/Physio Lab II (C),College of Science,2113,22673,Biology
201620,Thesis,College of Science,5398,23765,Biology
201620,Honors Senior Thesis,Office of Academic Affairs,4396,22212,Honors
201620,Directed Studies,College of Liberal Arts,5390,22233,English
201620,Proportion and Algebra,College of Science,3305,22239,Mathematics
201620,Dissertation,College of Science,6398,22690,Biology
201620,Independent Research,College of Science,6190,23795,Biology
201620,Exercise Physiology,College of Health Sciences,4312,22265,Kinesiology
201620,Geometry & Measurement,College of Science,2304,22738,Mathematics
201620,Independent Research,College of Science,6490,23858,Biology
201620,Theatre Practicum V,College of Liberal Arts,4112,22781,Theatre
201620,Adult & Geriatric Practm,School of Nursing,5302,22786,Nursing
201620,Applied Cultural Anthropology,College of Liberal Arts,3311,23344,Anthropology
201620,Independent Research,College of Science,6590,23896,Biology
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6394,23402,Materials Science & Engr.
201620,Graphic Design 7: Illustration,College of Liberal Arts,4326,22852,Art Graphic Design
201620,Directed Study, Geology,College of Science,4366,23424,Geology
201620,Dissertation,College of Science,6398,22387,Chemistry
201620,Graduate Workshop in Education,College of Education,5119,22397,Teacher Education
201620,Directed Studio Problems,College of Liberal Arts,5350,22414,Ceramics
201620,Screenwriting,College of Liberal Arts,3315,22877,Film
201620,Social Policy II,College of Health Sciences,5360,23988,Social Work
201620,Public Speaking (C),College of Liberal Arts,1301,22962,Communication
201620,Health Physics II,College of Science,4371,23557,Physics
201620,Contem Topics-Materials Sci/En,Engineer.Sci/Interdisciplinary,6390,23558,Materials Science & Engr.
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6391,22478,Materials Science & Engr.
201620,Foundations of Nursng Practice,School of Nursing,2303,23007,Nursing
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,23585,Materials Science & Engr.
201620,Independent Study,College of Health Sciences,5358,24145,Public Health
201620,Directed Study, Geophysics,College of Science,4367,27366,Geophysics
201620,Intermediate Algebra,Office of Academic Affairs,0311,27611,Mathematics
201620,Introduction to Research,College of Science,4376,28755,Chemistry
201620,Motor Learning and Control,College of Health Sciences,5373,27399,Kinesiology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,29088,Environmental Science & Engr.
201620,Virtual Reality (UTPB),UT Permian Basin,4301,28947,Humanities (UTPB)
201620,Research Applications,College of Health Sciences,6388,27077,College of Health Sciences
201620,Directed Study, Geology,College of Science,4166,27239,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26810,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26878,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26995,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26608,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26645,Research Course
201620,Directed Study, Geology,College of Science,4266,27247,Geology
201620,Systems Engineering Mgmt,College of Engineering,5342,28480,Electrical & Computer Eng.
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,27485,University
201620,Thesis,College of Science,5399,20437,Geology
201620,Master's Thesis,College of Engineering,5398,20902,Computer Science
201620,Dissertation,College of Science,6399,20912,Biology
201620,Resrch in Biological Sciences,College of Science,5502,20922,Biology
201620,History of U.S. Since 1865 (C),College of Liberal Arts,1302,22080,History
201620,Basic Drawing II,College of Liberal Arts,1304,21520,Art Basic Foundation
201620,Graduate Research in Physics,College of Science,5396,22164,Physics
201620,Ceramics I,College of Liberal Arts,2304,22119,Ceramics
201620,Directed Study,College of Liberal Arts,4390,20462,History
201620,Graduate Research in Chemistry,College of Science,6396,22145,Chemistry
201620,Graduate Research in Chemistry,College of Science,6396,22153,Chemistry
201620,Special Problems,College of Science,4398,21043,Biology
201620,Computer Science Problems,College of Engineering,4371,20010,Computer Science
201620,Early Inter Young Child/Family,College of Education,5330,21067,Special Education
201620,Graduate Seminar,College of Science,5195,21082,Physics
201620,Directed Individual Study,College of Education,5365,20055,Educational Administration
201620,Physical Science I,College of Science,2303,21107,Physical Science
201620,Thesis,College of Liberal Arts,5398,20077,Linguistics
201620,Graduate Research,College of Engineering,5294,20608,Metallurgical & Materials Eng.
201620,Independent Research,College of Science,6390,21172,Biology
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6291,20175,Materials Science & Engr.
201620,Kick Boxing,College of Health Sciences,1154,21198,Physical Edu. Activity Courses
201620,Thesis,College of Science,5398,20194,Chemistry
201620,Thesis,College of Science,5399,20202,Chemistry
201620,Independent Reading,College of Liberal Arts,5345,20700,History
201620,Pedagogy of Instrumental Music,College of Liberal Arts,5397,20251,Music Education
201620,Dissertation,College of Engineering,6398,21861,Computer Science
201620,Special Problems,College of Science,4298,20310,Biology
201620,Independent Research,College of Liberal Arts,5393,20748,History
201620,Graduate Research in Chemistry,College of Science,5396,20768,Chemistry
201620,Structural Design II,College of Engineering,4361,21316,Civil Engineering
201620,Commercial Piano II,College of Liberal Arts,2256,21931,Music Applied
201620,Directed Study,College of Liberal Arts,4390,20841,English
201620,Special Pop: Charac/Motor Beh,College of Health Sciences,4314,21390,Kinesiology
201620,Directed Study in Geology,College of Science,5362,21958,Geology
201620,Doctoral Research,College of Engineering,6494,25049,Biomedical Engineering
201620,Intensive Language Study,College of Liberal Arts,2304,25607,Linguistics
201620,University Chorale,College of Liberal Arts,1250,25632,Music Applied
201620,Environmental Health,College of Health Sciences,3306,25136,Health Sciences
201620,Resrch in Biological Sciences,College of Science,5502,25641,Biology
201620,Undergraduate Research,Office of Academic Affairs,4033,26219,Research Course
201620,Adv. Topics in Civil Engr.,College of Engineering,4375,26247,Civil Engineering
201620,American Gover & Politics (C),College of Liberal Arts,2311,24553,Political Science
201620,Doctoral Research,College of Engineering,6194,25752,Biomedical Engineering
201620,Thesis,College of Liberal Arts,5399,24618,Political Science
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25278,Rhetoric and Writing Studies
201620,Advanced Technical Solns,College of Liberal Arts,3321,25846,Theatre
201620,Social Work in the Bdr Regn,College of Health Sciences,5380,25317,Social Work
201620,English Teaching Methods,College of Liberal Arts,5345,25337,English
201620,Research in Health Science,College of Health Sciences,5389,24807,Dept of Rehab Sciences
201620,Police Systems and Practices,College of Liberal Arts,2328,24811,Criminal Justice
201620,Fuzzy Logic and Engineering,College of Engineering,4366,25938,Electrical & Computer Eng.
201620,Writing Processes of Children,College of Liberal Arts,4354,25394,English
201620,The Acad. Vocab. of English,College of Liberal Arts,2322,25425,Linguistics
201620,Student Support Services II,No College Designated,0023,25978,Student Support Services
201620,Computer Science Internship,College of Engineering,4373,24903,Computer Science
201620,Selected Problems in Intel,College of Liberal Arts,5380,26011,Intel Nat'l Security Studies
201620,Construction Law and Ethics,College of Engineering,5386,24938,Civil Engineering
201620,Dissertation,College of Engineering,6399,25006,Biomedical Engineering
201620,Dissertation,College of Engineering,6399,25007,Biomedical Engineering
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25547,Rhetoric and Writing Studies
201620,Special Problems,College of Science,4198,25565,Biology
201620,Precalculus (C),College of Science,1508,25566,Mathematics
201620,Women's Studies:Special Topics,College of Liberal Arts,3390,28605,Women's Studies
201620,Introductory Health Assessment,School of Nursing,3401,27630,Nursing
201620,Family Situational Stressors,School of Nursing,3609,27590,Nursing
201620,Anal & Adapt of Occupation I,College of Health Sciences,5301,28710,Occupational Therapy
201620,Thesis,College of Health Sciences,5398,27712,Kinesiology
201620,Linguistic Variation,College of Liberal Arts,5373,28070,Linguistics
201620,Directed Study, Geophysics,College of Science,4267,27364,Geophysics
201620,Graduate Workshop in Education,College of Education,5119,28200,Teacher Education
201620,Rhetoric & Composition I,College of Liberal Arts,1301,27389,Rhetoric and Writing Studies
201620,Applied Research Methods in CJ,College of Liberal Arts,3300,27275,Criminal Justice
201620,Graduate Research Project,College of Health Sciences,5397,28636,Public Health
201620,Comm & Org Leadership,College of Liberal Arts,3323,28470,Communication
201620,Portfolio Analysis Laboratory,College of Business Admin.,4315A,28645,Finance
201620,Dissertation,College of Liberal Arts,6399,27829,Rhetoric and Writing Studies
201620,Acute & Critcl Illness Practm,School of Nursing,5361,28376,Nursing
201620,Business/Profession Comm (C),College of Liberal Arts,1302,22517,Communication
201620,Independent Research,College of Science,6690,23644,Biology
201620,Thesis,College of Liberal Arts,5396,24378,Psychology
201620,Dissertation II,College of Business Admin.,6399,23152,International Business
201620,Graduate Research in Chemistry,College of Science,6196,24281,Chemistry
201620,Graduate Research in Chemistry,College of Science,6196,24291,Chemistry
201620,Problems-Projects in SPLP,College of Health Sciences,5272,22620,Speech & Language Pathology
201620,Honors Senior Thesis,Office of Academic Affairs,4396,22214,Honors
201620,Independent Research,College of Science,6190,23808,Biology
201620,Intro to Linguistics (C),College of Liberal Arts,2320,22732,Anthropology
201620,Precalculus (C),College of Science,1508,23371,Mathematics
201620,Independent Research,College of Science,6590,23881,Biology
201620,Independent Research,College of Science,6590,23887,Biology
201620,Dissertation,College of Engineering,6399,22342,Civil Engineering
201620,Graduate Projects,College of Engineering,5397,22801,Metallurgical & Materials Eng.
201620,Forensic DNA Analysis,College of Science,3357,23382,Biology
201620,Calculus I,College of Science,1411,23390,Mathematics
201620,Directed Study, Geophysics,College of Science,4367,22846,Geophysics
201620,Directed Study in Geology,College of Science,6305,23418,Geology
201620,Acute Care Practicum,School of Nursing,4612,23483,Nursing
201620,Thermodynamics,College of Engineering,3312,23506,Mechanical Engineering
201620,Genrlst Field Instruction II,College of Health Sciences,4390,24016,Social Work
201620,Motor Control & Motor Learning,College of Health Sciences,6207,22967,Physical Therapy
201620,Acting Shakespeare,College of Liberal Arts,4313,24060,Theatre
201620,Writing in Society,College of Liberal Arts,3373,24076,Creative Writing
201620,Seminar/Critical Inquiry (C),Office of Academic Affairs,1301,24083,University
201620,Schl Superintendent Internship,College of Education,5389,22997,Educational Administration
201620,Cult Hist Epistmlgy/Pedag Math,College of Education,5326,24114,Mathematics Education
201620,Qualitative Research I,College of Education,6322,24124,Teacher Education
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,27398,Rhetoric and Writing Studies
201620,Critical Intro to Hispanic Lit,College of Liberal Arts,3300,28047,Spanish
201620,Number Concepts,College of Science,2303,28936,Mathematics
201620,Dissertation,College of Science,6398,28319,Biology
201620,Graduate Projects,College of Engineering,5397,27758,Civil Engineering
201620,Thesis,College of Engineering,5399,27765,Civil Engineering
201620,Undergraduate Research,Office of Academic Affairs,4033,28676,Research Course
201620,Law and Society,College of Liberal Arts,3322,27420,Political Science
201620,Independent Study,College of Health Sciences,5378,29116,Social Work
201620,Graduate Projects,College of Engineering,5397,29147,Mechanical Engineering
201620,Studies in European History,College of Liberal Arts,5316,27474,History
201620,Lab for Chemistry 3352,College of Science,3152,28773,Chemistry
201620,The Mexican Revolution,College of Liberal Arts,3350,27405,History
201620,Undergraduate Research,Office of Academic Affairs,4033,26679,Research Course
201620,Directed Study, Geology,College of Science,4166,27236,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26709,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26725,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26739,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26794,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26841,Research Course
201620,Case Studies -Public Relations,College of Liberal Arts,4323,26333,Communication
201620,Criminology,College of Liberal Arts,3313,26354,Criminal Justice
201620,Undergraduate Research,Office of Academic Affairs,4033,26946,Research Course
201620,Thesis,College of Engineering,5398,26367,Electrical & Computer Eng.
201620,Special Topics Mechanical Engr,College of Engineering,5390,26397,Mechanical Engineering
201620,French Four,College of Liberal Arts,2302,27047,French
201620,Directed Study in Geology,College of Science,6205,27332,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26592,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26646,Research Course
201620,Special Topics Electrical Engr,College of Engineering,5390,28555,Electrical & Computer Eng.
201620,Adult & Geriatric Practm,School of Nursing,5302,28477,Nursing
201620,Dissertation,College of Health Sciences,6399,27161,College of Health Sciences
201620,Graduate Research,College of Engineering,5394,29108,Electrical & Computer Eng.
201620,Directed Study,College of Health Sciences,6390,27117,College of Health Sciences
201620,Dissertation,College of Liberal Arts,6398,27803,Rhetoric and Writing Studies
201620,Directed Study, Geophysics,College of Science,4167,22021,Geophysics
201620,Dissertation,College of Liberal Arts,6399,20888,History
201620,Sheltered ESL Instruction,College of Education,4343,21491,Bilingual Education
201620,Current Trends in Art Educatio,College of Liberal Arts,5301,21507,Art Education
201620,Program Eval in Health Science,College of Health Sciences,4309,22186,Health Sciences
201620,Dir Individual Study-Finance,College of Business Admin.,5392,20966,Finance
201620,Adv Drawing I: Life Drawing,College of Liberal Arts,2308,21548,Drawing
201620,Individual Studies,College of Engineering,5391,22114,Civil Engineering
201620,Principles of Marketing,College of Business Admin.,3300,20992,Marketing
201620,Engineering Problems,College of Engineering,4271,20498,Metallurgical & Materials Eng.
201620,Selected Problems in Music Ed.,College of Liberal Arts,4335,20522,Music Education
201620,General Biology,College of Science,1305,21630,Biology
201620,Topics in Study of Life I,College of Science,1107,21633,Biology
201620,Graduate Projects,College of Engineering,5397,20024,Computer Science
201620,Use/Interpret of Cog. Measures,College of Education,5344,21068,Educ. Psych. & Counseling
201620,Individual Instruction,College of Liberal Arts,1185,21690,Music Applied
201620,University Chorus,College of Liberal Arts,1151,21707,Music Applied
201620,Chamber Music/Accompanying,College of Liberal Arts,1165,21708,Music Applied
201620,Individual Instruction,College of Liberal Arts,1285,21711,Music Applied
201620,Graduate Projects,College of Health Sciences,5397,20093,Kinesiology
201620,Introduction to Research,College of Science,4176,20571,Chemistry
201620,Graduate Projects,College of Engineering,5397,20143,Metallurgical & Materials Eng.
201620,Military Skills,College of Liberal Arts,2204,21189,Military Science
201620,Independent Study,College of Liberal Arts,4390,20158,Sociology
201620,Introduction to Research,College of Science,4376,20186,Chemistry
201620,Independent Research,College of Science,6390,20651,Biology
201620,Thesis,College of Science,5399,20206,Chemistry
201620,Individual Studies,Engineer.Sci/Interdisciplinary,6291,20218,Materials Science & Engr.
201620,Introduction to Research,College of Science,4376,20681,Chemistry
201620,Dissertation Preparation,College of Liberal Arts,6301,20698,History
201620,Individual Instruction,College of Liberal Arts,1195,21264,Music Applied
201620,Mat. Synthesis & Manufacturing,College of Engineering,4404,21291,Metallurgical & Materials Eng.
201620,Graduate Projects,College of Engineering,5396,21298,Metallurgical & Materials Eng.
201620,Thesis,College of Science,5399,21877,Geology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,21885,Environmental Science & Engr.
201620,Thesis,College of Science,5398,20778,Chemistry
201620,Dissertation,College of Science,6321,20831,Geology
201620,Thesis,College of Science,5399,20389,Biology
201620,General Chemistry,College of Science,1305,21456,Chemistry
201620,Advanced Practice Clinical,School of Nursing,5472,26170,Nursing
201620,Dissertation,College of Liberal Arts,6398,24430,Psychology
201620,Tomographic Imaging,College of Engineering,4354,25577,Electrical & Computer Eng.
201620,Legal Environment of Business,College of Business Admin.,3301,24470,Business Law
201620,Thesis,College of Business Admin.,5398,26259,Economics
201620,Gen Microbiology Laboratory,College of Science,2141,26276,Microbiology
201620,Independent Study,School of Nursing,5194,25130,Nursing
201620,History of Higher Education,College of Education,6391,25732,Educational Administration
201620,Vertebrate Physiology,College of Science,4380,24636,Zoology
201620,Project or Internship,College of Engineering,5395,25778,Biomedical Engineering
201620,Telemedicine & Imaging Inform,College of Engineering,4360,24681,Electrical & Computer Eng.
201620,Rhetoric & Composition I,College of Liberal Arts,1301,25271,Rhetoric and Writing Studies
201620,Rhetoric & Composition 2,College of Liberal Arts,1302,25276,Rhetoric and Writing Studies
201620,Organismal Biology Laboratory,College of Science,1108,25871,Biology
201620,Civil Engineering Seminar,College of Engineering,6195,25879,Civil Engineering
201620,BME Device Design & Regulation,College of Engineering,6304,24867,Biomedical Engineering
201620,Biomaterials,College of Engineering,5310,24870,Biomedical Engineering
201620,Structural Biochemistry Lab,College of Science,4134,25406,Chemistry
201620,Studies in Anthropology,College of Liberal Arts,4370,26006,Anthropology
201620,Thesis,College of Liberal Arts,5399,26012,Intel Nat'l Security Studies
201620,Quantitative Methods in Bus,College of Business Admin.,3301,25479,Quantitative Methods
201620,Crisis Counseling,College of Education,5333,25489,Educ. Psych. & Counseling
201620,Field Placement,College of Liberal Arts,6390,24390,Psychology
201620,First Year Research,College of Liberal Arts,6380,24408,Psychology
201620,Multicult/Multiling Issues,College of Health Sciences,5376,25533,Speech & Language Pathology
201620,Study in Language,College of Liberal Arts,5370,25561,Linguistics
201620,Global Econ Environment-Mgrs,College of Business Admin.,5360,27490,Economics
201620,Undergraduate Research,Office of Academic Affairs,4033,28741,Research Course
201620,Calculus III,College of Science,2313,28845,Mathematics
201620,Non-Thesis Project I,College of Liberal Arts,5396,27990,Sociology
201620,Advanced Scene Design,College of Liberal Arts,4332,28881,Theatre
201620,Scenic Painting,College of Liberal Arts,3343,28882,Theatre
201620,Human Anat/Physiology I (C),College of Science,2311,27841,Biology
201620,Beginning Swimming,College of Health Sciences,1178,28245,Physical Edu. Activity Courses
201620,Gender & Popular Culture,College of Liberal Arts,3331,28502,Women's Studies
201620,Seminar,College of Science,5370,28112,Mathematics
201620,Pediatric Chronic Healthcare,School of Nursing,5658,28382,Nursing
201620,Spanish For Spanish Spkrs One,College of Liberal Arts,2303,28030,Spanish
201620,Phonology,College of Liberal Arts,5320,28045,Linguistics
201620,Comm Law & Ethics (UTAR),UT Arlington,3310,29003,Communication (UTAR)
201620,Fundamentals of Criminal Law,College of Liberal Arts,1310,22496,Criminal Justice
201620,Gender Roles & Society,College of Liberal Arts,3370,22510,Women's Studies
201620,Doctoral Research in Geol Sci,College of Science,6396,23109,Geology
201620,Doctoral Research,Engineer.Sci/Interdisciplinary,6396,24264,Environmental Science & Engr.
201620,Special Problems,College of Science,4198,22530,Biology
201620,Dissertation II,College of Business Admin.,6399,23153,International Business
201620,Special Topics,College of Engineering,5390,23172,Metallurgical & Materials Eng.
201620,Internship in Accounting,College of Business Admin.,5396,23222,Accounting
201620,Research Applications,College of Liberal Arts,5385,24341,Psychology
201620,Honors Senior Thesis,Office of Academic Affairs,4395,22205,Honors
201620,Independent Study in Health,College of Health Sciences,4308,23275,Health Sciences
201620,Independent Research,College of Science,6290,23821,Biology
201620,Student Teach: All-Levels PE,College of Education,4698,22267,Teacher Education
201620,Introduction to Linguistics(C),College of Liberal Arts,2320,22720,English
201620,Nrsg Care Persons w/Psyc Illns,School of Nursing,4313,23324,Nursing
201620,Independent Research,College of Science,6490,23860,Biology
201620,Graphic Design 5,College of Liberal Arts,4306,22307,Art Graphic Design
201620,Principles of Accounting II,College of Business Admin.,2302,22762,Accounting
201620,Problems-Projects in SPLP,College of Health Sciences,5172,23355,Speech & Language Pathology
201620,Graduate Research Projects,Engineer.Sci/Interdisciplinary,6394,22808,Materials Science & Engr.
201620,Independent Study,College of Liberal Arts,5390,22826,Creative Writing
201620,Software Integration and V&V,College of Engineering,5387,23442,Computer Science
201620,Proportion and Algebra,College of Science,3305,22382,Mathematics
201620,Fundamental Math/Adv. Standpt,College of Science,4303,22873,Mathematics
201620,Dissertation,College of Science,6399,22904,Biology
201620,Finite Element Analysis,College of Engineering,4326,23524,Mechanical Engineering
201620,Ed Prgm Planning & Evaluation,College of Education,5346,24047,Educational Administration
201620,Foundational Techniques,College of Liberal Arts,3363,24074,Creative Writing
201620,Material & Energy Balance,College of Engineering,2305,22990,Metallurgical & Materials Eng.
201620,Pediatric Acute Care,School of Nursing,5657,24133,Nursing
201620,Thesis,College of Engineering,5399,28521,Metallurgical & Materials Eng.
201620,General Physics I (C),College of Science,1403,28127,Physics
201620,Dissertation,Engineer.Sci/Interdisciplinary,6399,29059,Materials Science & Engr.
201620,Dissertation,College of Engineering,6398,29063,Biomedical Engineering
201620,Proportion and Algebra,College of Science,3305,29075,Mathematics
201620,Studies in Anthropology,College of Liberal Arts,4370,27854,Anthropology
201620,Directed Study, Geology,College of Science,4266,27246,Geology
201620,Resrch in Biological Sciences,College of Science,5502,28120,Biology
201620,Foreign Policy of the U.S.,College of Liberal Arts,4330,27436,Political Science
201620,Practicm,College of Education,6305,29100,Teacher Education
201620,Intro to Computer Science,College of Engineering,1401,28960,Computer Science
201620,Thesis,College of Engineering,5399,28961,Electrical & Computer Eng.
201620,Introduction to Research,College of Science,4176,28753,Chemistry
201620,Undergraduate Research,Office of Academic Affairs,4033,26692,Research Course
201620,Directed Study in Geology,College of Science,5362,27293,Geology
201620,Undergraduate Research,Office of Academic Affairs,4033,26714,Research Course
201620,Undergraduate Research,Office of Academic Affairs,4033,26745,Research Course
